id,request_id,employee_id,template_id,document_name,is_required,due_date,status,submitted_at,verified_at,verified_by,file_reference,notes,created_at,updated_at
432a935a-f87f-4926-8360-a04691174fab,fa6e934d-1733-4a2e-8b47-b009e3f90ad2,83d16f31-1de4-4d6f-84cc-90b4fe88353e,,Equipment Preference Form,false,2026-05-08,pending,,,,,,2026-05-05 20:25:19.705522+00,2026-05-05 20:25:19.705522+00
4e4f29db-5135-42de-a272-8b6c0ee4c8f0,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Data Protection Acknowledgement,true,2026-05-15,pending,,,,,,2026-05-12 10:19:03.943501+00,2026-05-12 10:19:03.943501+00
5767b0f0-412d-4c75-ab6b-d7ee328caaaf,fb922aa5-d7b8-466f-8df0-b7fce41d6a88,fda8b304-21b1-4c3c-a29c-fc2d224fd44b,,Remote Work Agreement,true,2026-05-08,pending,,,,,,2026-05-05 20:32:47.210094+00,2026-05-05 20:32:47.210094+00
5c39f8c4-f6e5-4dc2-b9cd-47cac283d803,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Equipment Preference Form,false,2026-05-15,pending,,,,,,2026-05-12 10:18:53.110914+00,2026-05-12 10:18:53.110914+00
690ab19f-0f1a-418d-a0d5-9fa1faa290ca,fa6e934d-1733-4a2e-8b47-b009e3f90ad2,83d16f31-1de4-4d6f-84cc-90b4fe88353e,,Data Protection Acknowledgement,true,2026-05-08,pending,,,,,,2026-05-05 20:25:30.306557+00,2026-05-05 20:25:30.306557+00
70d2391f-574f-46a0-90cc-bfd1ac9bb53b,fb922aa5-d7b8-466f-8df0-b7fce41d6a88,fda8b304-21b1-4c3c-a29c-fc2d224fd44b,,Government ID,true,2026-05-08,pending,,,,,,2026-05-05 20:32:20.761031+00,2026-05-05 20:32:20.761031+00
70e0315e-e0b7-49e8-b4ad-43b82a467629,fb922aa5-d7b8-466f-8df0-b7fce41d6a88,fda8b304-21b1-4c3c-a29c-fc2d224fd44b,,Data Protection Acknowledgement,true,2026-05-08,pending,,,,,,2026-05-05 20:32:52.526544+00,2026-05-05 20:32:52.526544+00
76e98f34-67e2-413b-ab66-fddc594e1a16,506d4685-ea30-4e62-a18a-6746bdd7960c,1d0063db-684b-4f1a-ba90-a2c26550a0e3,,Government ID,true,2026-05-08,pending,,,,,,2026-05-05 20:42:17.834619+00,2026-05-05 20:42:17.834619+00
7e424ec5-6980-4ef2-a060-ba74804b274d,506d4685-ea30-4e62-a18a-6746bdd7960c,1d0063db-684b-4f1a-ba90-a2c26550a0e3,,Equipment Preference Form,false,2026-05-08,pending,,,,,,2026-05-05 20:42:39.004152+00,2026-05-05 20:42:39.004152+00
7e72858b-ca29-4dac-aed9-f97e27155884,2e535d94-7d9d-47cb-ade8-a088c9cc2814,161195f6-23a1-40db-ab9d-275240bac09d,,Signed Offer Letter,true,2026-05-15,pending,,,,,,2026-05-12 10:42:42.423219+00,2026-05-12 10:42:42.423219+00
8230e92e-d535-4aa8-867f-143dd1d3d8ed,fa6e934d-1733-4a2e-8b47-b009e3f90ad2,83d16f31-1de4-4d6f-84cc-90b4fe88353e,,Emergency Contact Form,true,2026-05-08,pending,,,,,,2026-05-05 20:25:09.13232+00,2026-05-05 20:25:09.13232+00
86747b5f-a731-4505-8cc4-b45250797d2f,fb922aa5-d7b8-466f-8df0-b7fce41d6a88,fda8b304-21b1-4c3c-a29c-fc2d224fd44b,,Signed Offer Letter,true,2026-05-08,pending,,,,,,2026-05-05 20:32:26.062737+00,2026-05-05 20:32:26.062737+00
86dd2037-ea43-4eb8-bc21-af0b1506823c,134e295a-a1d4-4b58-8cfd-2eaf3754a282,00df9942-ab34-4f40-9456-490451b9b08d,,Government ID,true,2026-05-08,pending,,,,,,2026-05-05 20:27:35.482431+00,2026-05-05 20:27:35.482431+00
89c6737c-4708-413c-ac23-4652d3dad21b,fb922aa5-d7b8-466f-8df0-b7fce41d6a88,fda8b304-21b1-4c3c-a29c-fc2d224fd44b,,Bank/Payroll Details,true,2026-05-08,pending,,,,,,2026-05-05 20:32:36.628006+00,2026-05-05 20:32:36.628006+00
8ae4b7d4-7440-4a51-a33f-2c658765cb9f,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Bank/Payroll Details,true,2026-05-15,pending,,,,,,2026-05-12 10:18:47.875183+00,2026-05-12 10:18:47.875183+00
9065890c-3a91-4c0a-8c4a-dd7dd4db8f6d,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Remote Work Agreement,true,2026-05-15,pending,,,,,,2026-05-12 10:18:58.69341+00,2026-05-12 10:18:58.69341+00
92d09bde-fdc2-458e-bdbd-f97d94b6a157,1c9ee2a1-c3e9-4546-a210-c301dfdbebdc,218703ec-10bd-4041-baa0-e74e96e19f16,,Remote Work Agreement,true,2026-05-15,pending,,,,,,2026-05-10 18:01:49.283451+00,2026-05-10 18:01:49.283451+00
9517a906-db10-4a92-ae2a-1fafd099d6c5,134e295a-a1d4-4b58-8cfd-2eaf3754a282,00df9942-ab34-4f40-9456-490451b9b08d,,Bank/Payroll Details,true,2026-05-08,pending,,,,,,2026-05-05 20:27:51.365492+00,2026-05-05 20:27:51.365492+00
9b596806-0d1c-4761-a4b4-6b65bd3262a2,2e535d94-7d9d-47cb-ade8-a088c9cc2814,161195f6-23a1-40db-ab9d-275240bac09d,,Government ID,true,2026-05-15,pending,,,,,,2026-05-12 10:42:37.149311+00,2026-05-12 10:42:37.149311+00
9c78685a-3b5f-4880-8945-dab4328fb79e,506d4685-ea30-4e62-a18a-6746bdd7960c,1d0063db-684b-4f1a-ba90-a2c26550a0e3,,Signed Offer Letter,true,2026-05-08,pending,,,,,,2026-05-05 20:42:23.133079+00,2026-05-05 20:42:23.133079+00
9caeb74c-8615-412a-82d4-1d8b62295e9d,1c9ee2a1-c3e9-4546-a210-c301dfdbebdc,218703ec-10bd-4041-baa0-e74e96e19f16,,Government ID,true,2026-05-15,pending,,,,,,2026-05-10 18:01:21.817925+00,2026-05-10 18:01:21.817925+00
a5155bb8-b369-4173-9768-1af4473bef14,fb922aa5-d7b8-466f-8df0-b7fce41d6a88,fda8b304-21b1-4c3c-a29c-fc2d224fd44b,,Equipment Preference Form,false,2026-05-08,pending,,,,,,2026-05-05 20:32:41.931023+00,2026-05-05 20:32:41.931023+00
b09cefc5-662a-4b59-a78f-6a0d76a2a40b,506d4685-ea30-4e62-a18a-6746bdd7960c,1d0063db-684b-4f1a-ba90-a2c26550a0e3,,Emergency Contact Form,true,2026-05-08,pending,,,,,,2026-05-05 20:42:28.417114+00,2026-05-05 20:42:28.417114+00
b21eead0-a615-46ea-ac43-2edcafb45624,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Signed Offer Letter,true,2026-05-15,pending,,,,,,2026-05-12 10:18:37.256094+00,2026-05-12 10:18:37.256094+00
b8130d84-88fa-4584-b63a-d86b1c40dc49,134e295a-a1d4-4b58-8cfd-2eaf3754a282,00df9942-ab34-4f40-9456-490451b9b08d,,Remote Work Agreement,true,2026-05-08,pending,,,,,,2026-05-05 20:28:01.933334+00,2026-05-05 20:28:01.933334+00
c36210bd-d98e-44e8-ae1c-79fb52d11d4b,506d4685-ea30-4e62-a18a-6746bdd7960c,1d0063db-684b-4f1a-ba90-a2c26550a0e3,,Bank/Payroll Details,true,2026-05-08,pending,,,,,,2026-05-05 20:42:33.706573+00,2026-05-05 20:42:33.706573+00
d11960f7-ec52-4dda-adb5-ad25981e7656,1c9ee2a1-c3e9-4546-a210-c301dfdbebdc,218703ec-10bd-4041-baa0-e74e96e19f16,,Data Protection Acknowledgement,true,2026-05-15,pending,,,,,,2026-05-10 18:01:54.641373+00,2026-05-10 18:01:54.641373+00
d3b9e709-3ecf-4828-ac31-0f43049e9cdc,134e295a-a1d4-4b58-8cfd-2eaf3754a282,00df9942-ab34-4f40-9456-490451b9b08d,,Equipment Preference Form,false,2026-05-08,pending,,,,,,2026-05-05 20:27:56.656902+00,2026-05-05 20:27:56.656902+00
d5f58dc7-2ab4-44fe-a7e0-ae8d14c84732,1c9ee2a1-c3e9-4546-a210-c301dfdbebdc,218703ec-10bd-4041-baa0-e74e96e19f16,,Emergency Contact Form,true,2026-05-15,pending,,,,,,2026-05-10 18:01:33.033035+00,2026-05-10 18:01:33.033035+00
d8e9e075-1ee1-4d4c-abd9-aabe09d7a97e,1c9ee2a1-c3e9-4546-a210-c301dfdbebdc,218703ec-10bd-4041-baa0-e74e96e19f16,,Signed Offer Letter,true,2026-05-15,pending,,,,,,2026-05-10 18:01:27.453493+00,2026-05-10 18:01:27.453493+00
df01877a-d704-4403-8035-dffa7c838998,2e535d94-7d9d-47cb-ade8-a088c9cc2814,161195f6-23a1-40db-ab9d-275240bac09d,,Bank/Payroll Details,true,2026-05-15,pending,,,,,,2026-05-12 10:42:53.698639+00,2026-05-12 10:42:53.698639+00
e928fa4c-46be-4b75-9f63-74fb456443dd,134e295a-a1d4-4b58-8cfd-2eaf3754a282,00df9942-ab34-4f40-9456-490451b9b08d,,Data Protection Acknowledgement,true,2026-05-08,pending,,,,,,2026-05-05 20:28:07.229295+00,2026-05-05 20:28:07.229295+00
ef8a4558-4685-46c4-9025-34df2327630f,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Government ID,true,2026-05-15,pending,,,,,,2026-05-12 10:18:31.660777+00,2026-05-12 10:18:31.660777+00
f005e1f0-208f-4527-a087-700f12340578,2e535d94-7d9d-47cb-ade8-a088c9cc2814,161195f6-23a1-40db-ab9d-275240bac09d,,Equipment Preference Form,false,2026-05-15,pending,,,,,,2026-05-12 10:42:59.30279+00,2026-05-12 10:42:59.30279+00
f28a674c-0de7-45e1-83c2-866200e85ed3,134e295a-a1d4-4b58-8cfd-2eaf3754a282,00df9942-ab34-4f40-9456-490451b9b08d,,Emergency Contact Form,true,2026-05-08,pending,,,,,,2026-05-05 20:27:46.060774+00,2026-05-05 20:27:46.060774+00
f438c74f-c296-47e5-b0f5-0a23a6c3748f,4a3b5cec-1df0-4034-9de1-640dc4ecedcc,e0239838-1954-4d4e-8642-79b15288e0ed,,Emergency Contact Form,true,2026-05-15,pending,,,,,,2026-05-12 10:18:42.606072+00,2026-05-12 10:18:42.606072+00
f7117fbc-916a-41cf-95a8-25e7d3a4f0a3,506d4685-ea30-4e62-a18a-6746bdd7960c,1d0063db-684b-4f1a-ba90-a2c26550a0e3,,Remote Work Agreement,true,2026-05-08,pending,,,,,,2026-05-05 20:42:44.278893+00,2026-05-05 20:42:44.278893+00
fdbde041-3fee-45f2-887c-804071c2d65c,1c9ee2a1-c3e9-4546-a210-c301dfdbebdc,218703ec-10bd-4041-baa0-e74e96e19f16,,Bank/Payroll Details,true,2026-05-15,pending,,,,,,2026-05-10 18:01:38.731622+00,2026-05-10 18:01:38.731622+00
